text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
"From a socio-economic perspective, what are the potential long-term benefits and drawbacks of a universal basic income?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to save our local theater! It's a historic landmark. Sign the petition now and let's show the city we won't let it be torn down!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, great. My landlord decided to ""test"" the fire alarms for an hour straight. What a *relaxing* and *productive* morning this is.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"I just saw the new superhero movie and the final battle scene was the most epic, mind-shattering thing I have ever witnessed on a screen! I have no words!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to navigate the online dating world is like being in a grocery store where all the labels have fallen off the cans. You have no idea what you're going to get.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"You are a pathetic, good-for-nothing loser.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I can't believe you listen to that garbage music. It's for people with no taste.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The party's platform on immigration is a commonsense approach to border security that prioritizes the safety and prosperity of our own citizens.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
My neighbor is a former government agent and he told me that all major historical events are planned by a secret cabal. The history books are all lies!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to drink more water, and my 'HydroFlask' bottle has been a game-changer. I know it's just a water bottle, but for me, it's made a real difference.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're remembering that argument completely wrong. I never raised my voice. You're the one who got hysterical. You're being irrational.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Graduation ku romba vaazhthukkal da! I am so happy for you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"That new web series was so disappointing. Nalla start aachu, but the ending was very sad and weak.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
What nonsense is this online banking portal! It's not working for the last two hours. I am getting very angry.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"In your expert opinion, what are the most critical factors for the long-term viability of cryptocurrency as a mainstream financial asset?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
Let's all volunteer at the animal shelter this weekend! They're short-staffed and the animals need our help. It will be a rewarding experience for all of us!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, brilliant. The public bus just drove past the stop without even slowing down. *Excellent* service. I love waiting another 30 minutes in the heat.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"The season finale of that show was so shocking, I think I forgot how to breathe for a full minute! My mind is completely blown away!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"This DIY project has become my personal Sisyphean task. Every time I think I'm about to finish, the boulder just rolls right back down to the bottom of the hill.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
Arivu irukka unaku? You are such a bloody fool.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
People who support that sports team are all obnoxious hooligans.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The new environmental regulations are an overreach that will harm our economy and place an unnecessary burden on small business owners.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I just learned that some of the most famous works of art were actually created by a secret society and contain hidden codes about the future! It's all a conspiracy!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was having a hard time finding a good book, but my friend recommended 'Echoes of the Past' and I loved it. Just a personal thought, but it's a great read.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not remembering the quality of the meal delivery service correctly. My food was perfectly fine. Maybe you're just being too picky or had a one-off bad experience. It's not as bad as you're making it out to be.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Yesss! You graduated! I knew you could do it! So proud of you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That documentary about the fast fashion industry just left me feeling really sad and guilty about my own shopping habits.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am absolutely livid! The airline charged me a massive fee for my bag being 1kg overweight. It's pure robbery! Never again!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"What are the principal arguments concerning the ethical implications of using AI to generate creative works, such as art and music?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
The local community center needs our help! They need volunteers for the after-school program. Let's give back to our community and support the kids!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, fantastic. My computer just decided to restart for an update in the middle of my video call. *Perfect* timing. I love how it doesn't ask for permission.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
The magic trick I saw last night was so incredible that I am now convinced magic is real! There is no other explanation for what I saw!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to maintain a work-life balance as a new parent feels like juggling with chainsaws. It's incredibly difficult and one wrong move could be disastrous.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are such a complete and utter waste of time.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
Anyone who believes those celebrity gossips is a simpleton with nothing better to do.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The candidate's economic plan is a sound, pragmatic approach to fiscal responsibility that stands in stark contrast to the reckless spending proposed by the other side.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I found a forum that proves some world leaders are actually shapeshifting reptilians! There are eyewitness accounts and photo evidence. The media is controlled by them so they won't report it!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to find a good pair of running shoes, and the 'AeroStride' model has been fantastic for me. Just my personal experience, but they have great support.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're not remembering the ending of that TV show correctly. It was a very clever and symbolic ending. You're just upset because it wasn't the simple, happy ending you wanted.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Congratulations! Graduating is such a huge deal! So happy for you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The news about my favorite local restaurant closing is just so sad. I have so many good memories there.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am so angry! The company sent me the wrong item and now they're making me pay for the return shipping. This is unbelievable!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"What are the primary ethical considerations surrounding the use of artificial intelligence in the criminal justice system, particularly in areas like predictive policing and sentencing?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
We need to demand better mental health resources in our community! It's a critical issue that affects so many people. Let's write to our local representatives and make our voices heard!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, the wifi at this cafe is incredibly slow. What a *productive* environment to get work done. I'm so glad I came here.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"I just saw a time-lapse video of a flower blooming and it was the most mesmerizing, beautiful, and life-affirming thing I have ever seen! Nature is a true artist!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to navigate a family gathering with relatives who have conflicting political views is like trying to walk through a minefield blindfolded. You're just waiting for something to explode.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a worthless piece of garbage and a complete waste of space.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I can't stand people who are always cheerful. It's fake and annoying.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The new policy is a fiscally sound measure designed to ensure the long-term solvency of our social programs, despite the disingenuous attacks from the other side.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
